기준연도,학교명,학기,재학생,학자금대출이용학생비율(%) 전체,학자금대출이용학생비율(%) 등록금
2010,경북대학교,2,"19,058",11.2,10.4
2010,경북대학교,1,"20,030",10,9.4
2010,경북대학교 _제2캠퍼스,2,"1,512",14.3,13.6
2010,경북대학교 _제2캠퍼스,1,"2,039",14.5,14
2010,경북외국어대학교,2,312,13.5,13.5
2010,경북외국어대학교,1,385,15.1,15.1
2010,경상국립대학교,2,"13,469",11.8,11.5
2010,경상국립대학교,1,"14,581",10.5,9.8
2010,경성대학교,2,"12,464",19.7,19.2
2010,경성대학교,1,"13,346",17.2,16.7
2010,경운대학교(산업대),1,"5,725",13.5,13.2
2010,경운대학교(산업대),2,"4,741",14.5,14.3
2010,경인교육대학교,1,"1,923",6.9,6.7
2010,경인교육대학교,2,"1,695",7.7,7.3
2010,경인교육대학교 _제2캠퍼스,1,"1,208",4.9,1.2
2010,경인교육대학교 _제2캠퍼스,2,"1,646",4.4,1.3
2010,경일대학교,1,"5,231",15.8,15.4
2010,경일대학교,2,"4,537",16.9,16.7
2010,경희대학교,1,"13,240",11.1,10.6
2010,경희대학교,2,"12,584",11.6,11.3
2010,경희대학교 _분교,1,"12,380",14.5,13.8
2010,경희대학교 _분교,2,"11,663",14.6,14.3
2010,계명대학교,1,"23,306",16.3,16.1
2010,계명대학교,2,"21,647",17.9,17.6
2010,고려대학교,1,"20,073",9.2,8.9
2010,고려대학교,2,"18,857",10.2,9.9
2010,고려대학교(세종) _분교,2,"6,540",18.9,18.4
2010,고려대학교(세종) _분교,1,"6,893",17.4,16.4
2010,고신대학교,1,"3,867",24.2,24
2010,고신대학교,2,"3,664",26.7,26.1
2010,공주교육대학교,2,"1,998",7.2,6.9
2010,공주교육대학교,1,"1,931",6.8,6.2
2010,광신대학교,2,438,20.1,20.1
2010,광신대학교,1,545,18.7,18
2010,광운대학교,1,"8,657",6,8.2
2010,광운대학교,2,"7,840",6.6,9.7
2010,광주가톨릭대학교,1,95,0,0
2010,광주가톨릭대학교,2,99,0,0
2010,광주과학기술원,1,193,0.5,0
2010,광주과학기술원,2,0,0,0
2010,광주교육대학교,2,"1,832",7.3,7.3
2010,광주교육대학교,1,"1,764",6.7,6.7
2010,광주대학교,1,"6,283",15.9,15.9
2010,광주대학교,2,"5,390",16.6,16.5
2010,광주대학교(산업대),2,196,14.8,14.8
2010,광주대학교(산업대),1,107,15.9,15.9
2010,광주여자대학교,2,"3,859",20,19.5
2010,광주여자대학교,1,"4,163",18,17.6
2010,국립강릉원주대학교,1,"6,015",14.4,13.3
2010,국립강릉원주대학교,2,"5,671",14.7,14
2010,국립강릉원주대학교 _제2캠퍼스,2,"1,936",15.4,15
2010,국립강릉원주대학교 _제2캠퍼스,1,"2,001",14.5,13.4
2010,국립경국대학교,2,"6,174",11,10.3
2010,국립경국대학교,1,"6,413",11.3,10.4
2010,국립공주대학교,1,"13,954",12.6,11.8
2010,국립공주대학교,2,"13,287",13.6,13.1
2010,국립군산대학교,2,"7,070",14.6,13.9
2010,국립군산대학교,1,"7,574",12.4,11.5
2010,국립금오공과대학교,2,"6,318",13.6,13
2010,국립금오공과대학교,1,"6,705",11.7,11.2
2010,국립목포대학교,1,"7,928",12.2,11.1
2010,국립목포대학교,2,"7,219",11.3,10.5
2010,국립목포해양대학교,1,"2,453",16.8,13.5
2010,국립목포해양대학교,2,"2,384",19.5,15.6
2010,국립부경대학교,1,"17,374",11.4,10.4
2010,국립부경대학교,2,"16,109",13,12.3
2010,국립순천대학교,2,"7,155",11.3,10.5
2010,국립순천대학교,1,"7,564",11.3,10.4
2010,국립창원대학교,1,"8,646",10.5,10.1
2010,국립창원대학교,2,"8,040",12.3,11.9
2010,국립한국교통대학교,2,"2,143",15.1,15.1
2010,국립한국교통대학교,1,"3,912",12.3,12.3
2010,국립한국해양대학교,2,"6,125",15.3,13.7
2010,국립한국해양대학교,1,"6,508",13.6,12
2010,국민대학교,1,"14,445",18.4,18.1
2010,국민대학교,2,"13,153",19.2,18.9
2010,극동대학교,1,"4,209",21.5,21.2
2010,극동대학교,2,"3,741",23.8,23.5
2010,글로벌사이버대학교,2,454,27.1,27.1
2010,글로벌사이버대학교,1,"1,099",15.2,15.2
2010,금강대학교,2,305,1.6,1.3
2010,금강대학교,1,352,2.8,0.6
2010,김천대학교,2,999,16.7,16.5
2010,김천대학교,1,"1,813",14.9,14.6
2010,나사렛대학교,2,"5,321",22.3,21.8
2010,나사렛대학교,1,"5,778",21.8,21.2
2010,남부대학교,1,"2,858",15.6,15.2
2010,남부대학교,2,"2,228",18.8,18.6
2010,남서울대학교(산업대),2,"9,774",7.5,13.2
2010,남서울대학교(산업대),1,"10,719",7.4,11.9
2010,단국대학교,2,"10,177",19,18.8
2010,단국대학교,1,"11,364",16.6,16.3
2010,단국대학교(천안) _분교,1,"12,022",18.2,18
2010,단국대학교(천안) _분교,2,"11,065",19.7,19.4
2010,대구가톨릭대학교,1,"13,344",16.1,15.7
2010,대구가톨릭대학교,2,"12,260",16.7,16.3
2010,대구교육대학교,2,"2,158",5,2.7
2010,대구교육대학교,1,"2,080",4.8,3.4
2010,대구대학교,2,"17,986",17.1,16.8
2010,대구대학교,1,"19,415",16.4,16.1
2010,대구예술대학교,1,"1,312",22.9,22.8
2010,대구예술대학교,2,"1,065",26.5,26.1
2010,대구외국어대학교,2,340,22.9,22.9
2010,대구외국어대학교,1,406,17,17
2010,대구한의대학교,2,"6,407",18,17.5
2010,대구한의대학교,1,"6,737",17.2,16.7
2010,대신대학교,1,494,16.2,9.9
2010,대신대학교,2,477,16.6,8.8
2010,대전가톨릭대학교,1,114,0,0
2010,대전가톨릭대학교,2,92,0,1.1
2010,대전대학교,2,"8,981",16,15.8
2010,대전대학교,1,"9,724",15.6,15.2
2010,대전신학교,2,169,24.3,24.3
2010,대전신학교,1,171,25.7,25.1
2010,대전신학대학교,1,132,22.7,19.7
2010,대전신학대학교,2,80,33.8,32.5
2010,대진대학교,2,"7,349",23.2,22.8
2010,대진대학교,1,"8,112",21.6,21.4
2010,덕성여자대학교,1,"6,007",15.8,15.6
2010,덕성여자대학교,2,"5,553",17,16.8
2010,동국대학교,1,"14,116",14,13.7
2010,동국대학교,2,"13,095",15.6,15.3
2010,동국대학교(WISE) _분교,1,"8,484",18.7,18.5
2010,동국대학교(WISE) _분교,2,"8,132",18.9,18.7
2010,동덕여자대학교,1,"7,538",17.5,17.2
2010,동덕여자대학교,2,"6,925",19.5,19.2
2010,동명대학교,1,"7,683",5.4,9
2010,동명대학교,2,"5,641",5.8,11.4
2010,동명정보대학교,2,"1,347",10.8,8.4
2010,동명정보대학교,1,944,10.6,8.7
2010,동서대학교,2,"10,391",20.2,19.8
2010,동서대학교,1,"10,931",19.9,19.6
2010,동신대학교,2,"5,825",16.5,16.1
2010,동신대학교,1,"6,629",14.4,13.6
2010,동아대학교,1,"20,826",15.6,15.2
2010,동아대학교,2,"19,385",17.1,16.7
2010,동양대학교,2,"3,337",20.6,20.2
2010,동양대학교,1,"3,773",19.1,18.8
2010,동의대학교,1,"16,961",15.2,15.2
2010,동의대학교,2,"15,902",20.5,20.5
2010,루터대학교,2,503,16.5,13.1
2010,루터대학교,1,578,14.9,14.5
2010,명신대학교,2,562,6.9,2.3
2010,명신대학교,1,563,7.6,7.1
2010,명지대학교,2,"6,721",20.8,20.6
2010,명지대학교,1,"7,110",18.8,18.4
2010,명지대학교 _제2캠퍼스,2,"6,146",18.1,17.8
2010,명지대학교 _제2캠퍼스,1,"6,896",16.2,15.9
2010,목원대학교,1,"9,186",19.4,19.2
2010,목원대학교,2,"8,370",20,19.8
2010,목포가톨릭대학교,2,568,16.7,16.5
2010,목포가톨릭대학교,1,557,16.3,16.3
2010,배재대학교,2,"8,601",17.8,17.6
2010,배재대학교,1,"9,260",16,15.8
2010,백석대학교,1,"13,159",24.1,23.6
2010,백석대학교,2,"11,827",25.5,25.2
2010,부산가톨릭대학교,1,"4,136",17.3,16.5
2010,부산가톨릭대학교,2,"3,916",18.6,18.2
2010,부산교육대학교,2,"2,112",6.6,2.7
2010,부산교육대학교,1,"1,995",6.8,2.1
2010,부산대학교,2,"20,546",10.4,9.2
2010,부산대학교,1,"21,613",10.2,9.4
2010,부산외국어대학교,1,"9,127",16.6,15.9
2010,부산외국어대학교,2,"8,395",18.7,18.1
2010,부산장신대학교,1,272,30.9,28.7
2010,부산장신대학교,2,270,33.3,32.2
2010,삼육대학교,1,"5,462",19.4,19.1
2010,삼육대학교,2,"4,855",22.1,21.9
2010,상명대학교,1,"6,567",6.7,11.4
2010,상명대학교,2,"6,023",7.1,12.2
2010,상명대학교(천안) _분교,1,"6,332",22.8,22.5
2010,상명대학교(천안) _분교,2,"5,802",24.1,23.8
2010,상주대학교,1,"2,202",8.5,7.8
2010,상주대학교,2,"2,520",7.9,7.4
2010,상지대학교,2,"7,586",17.9,17.6
2010,상지대학교,1,"8,219",17.6,17.2
2010,서강대학교,1,"8,326",9.8,9.3
2010,서강대학교,2,"7,469",10.7,10.3
2010,서경대학교,1,"6,249",19.1,18.8
2010,서경대학교,2,"5,830",20.4,20.3
2010,서남대학교,2,"1,247",18.4,18.3
2010,서남대학교,1,"1,348",16.2,16.2
2010,서남대학교 _제2캠퍼스,2,727,16.2,15.8
2010,서남대학교 _제2캠퍼스,1,"1,024",13.4,13.3
2010,서울과학기술대학교(산업대),2,"11,510",7.9,5.4
2010,서울과학기술대학교(산업대),1,"12,652",7.7,5.4
2010,서울교육대학교,2,"2,016",3.3,1.8
2010,서울교육대학교,1,"1,931",3.1,1.6
2010,서울기독대학교,1,651,20,20.4
2010,서울기독대학교,2,613,24.6,22.3
2010,서울대학교,2,"15,610",5.6,5.3
2010,서울대학교,1,"16,325",4.7,4.2
2010,서울시립대학교,2,"8,125",11.4,10.3
2010,서울시립대학교,1,"8,697",11.5,10.6
2010,서울신학대학교,1,"2,347",18.8,16.2
2010,서울신학대학교,2,"2,204",16.9,18
2010,서울여자대학교,1,"7,946",15.7,15.2
2010,서울여자대학교,2,"7,274",16.4,16
2010,서울장신대학교,1,540,32.2,31.9
2010,서울장신대학교,2,514,35,35
2010,서울한영대학교,2,709,17.8,21.2
2010,서울한영대학교,1,709,15.5,23.8
2010,서원대학교,2,"6,078",17.5,17.2
2010,서원대학교,1,"6,585",16.4,16.2
2010,선문대학교,2,"8,282",18.1,17.8
2010,선문대학교,1,"9,461",18,17.8
2010,성결대학교,1,"5,512",24.9,24.9
2010,성결대학교,2,"5,051",28.1,28.1
2010,성공회대학교,2,"2,134",21,20.6
2010,성공회대학교,1,"2,369",21,20.4
2010,성균관대학교,2,"18,196",10.9,10.5
2010,성균관대학교,1,"19,700",9.8,9.4
2010,성신여자대학교,2,"9,459",19,18.6
2010,성신여자대학교,1,"10,344",18,17.6
2010,세명대학교,1,"8,163",18.7,18.3
2010,세명대학교,2,"7,623",19.4,18.9
2010,세종대학교,1,"11,022",17.4,17.1
2010,세종대학교,2,"10,070",18.9,18.5
2010,세한대학교,1,"4,310",14.8,14.3
2010,세한대학교,2,"4,024",16.3,15.9
2010,수원가톨릭대학교,1,163,0,0
2010,수원가톨릭대학교,2,159,0,0
2010,수원대학교,2,"10,676",20.7,20.7
2010,수원대학교,1,"11,322",18.8,18.8
2010,숙명여자대학교,1,"10,817",13.6,13.4
2010,숙명여자대학교,2,"9,620",15.6,15.4
2010,순복음총회신학교,1,189,18,5.8
2010,순복음총회신학교,2,122,15.6,9.8
2010,순천향대학교,1,"11,308",17.7,17.4
2010,순천향대학교,2,"10,862",19.1,18.9
2010,숭실대학교,2,"12,481",16.1,16.1
2010,숭실대학교,1,"13,647",13.9,13.9
2010,신경주대학교,2,"3,878",19.1,18.5
2010,신경주대학교,1,"4,186",20.4,19.9
2010,신라대학교,1,"9,900",16.6,16.3
2010,신라대학교,2,"9,273",17.8,17.5
2010,아신대학교,1,759,22,14.6
2010,아신대학교,2,787,24.9,13.3
2010,아주대학교,2,"9,140",6.7,9.5
2010,아주대학교,1,"9,984",6.9,8.1
2010,안양대학교,2,"4,389",22.8,22.7
2010,안양대학교,1,"4,703",22.2,22
2010,안양대학교 _제2캠퍼스,1,491,21.2,20.8
2010,안양대학교 _제2캠퍼스,2,449,20.5,20.3
2010,연세대학교,2,"17,752",8.4,7.9
2010,연세대학교,1,"18,781",8.2,7.7
2010,연세대학교(미래) _분교,2,"7,400",18.4,18
2010,연세대학교(미래) _분교,1,"7,950",17.1,16.7
2010,영남대학교,2,"22,276",15.7,15.2
2010,영남대학교,1,"23,752",14.2,13.8
2010,영남신학대학교,1,592,25.7,24.8
2010,영남신학대학교,2,545,23.3,22
2010,영산대학교,1,"3,034",12.7,12.5
2010,영산대학교,2,"2,384",13.3,13.1
2010,영산대학교 _제2캠퍼스,2,"1,880",16.4,16.2
2010,영산대학교 _제2캠퍼스,1,"2,608",15,14.8
2010,영산대학교(산업대),1,376,18.9,17.8
2010,영산대학교(산업대),2,563,16.7,16.2
2010,영산대학교(산업대) _제2캠퍼스,2,496,19,18.5
2010,영산대학교(산업대) _제2캠퍼스,1,353,19.8,19.5
2010,영산선학대학교,2,38,0,0
2010,영산선학대학교,1,39,0,0
2010,예수대학교,1,588,14.5,13.4
2010,예수대학교,2,546,19.6,19.6
2010,예원예술대학교,1,"1,037",13.4,11.6
2010,예원예술대학교,2,"1,004",12.4,11.9
2010,예원예술대학교 _제2캠퍼스,2,0,0,0
2010,예원예술대학교 _제2캠퍼스,1,0,0,0
2010,용인대학교,1,"6,229",23,22.9
2010,용인대학교,2,"5,807",24.1,23.9
2010,우석대학교,1,"7,795",16.7,15.9
2010,우석대학교,2,"7,239",18.3,17.8
2010,우송대학교,1,"6,134",12.9,12.8
2010,우송대학교,2,"3,954",14.9,14.5
2010,우송대학교(산업대),1,"2,215",21.1,21
2010,우송대학교(산업대),2,"3,434",16.2,16
2010,울산과학기술원,1,"1,722",6.4,5.5
2010,울산과학기술원,2,"1,073",4.8,3.7
2010,울산대학교,1,"13,862",9.8,9.7
2010,울산대학교,2,"13,036",10.7,10.7
2010,원광대학교,1,"17,102",14.9,14.5
2010,원광대학교,2,"16,318",15.6,15.2
2010,위덕대학교,1,"2,943",14.7,14.5
2010,위덕대학교,2,"2,498",14.7,14.4
2010,유원대학교,2,"2,578",20.9,20.6
2010,유원대학교,1,"3,024",19.5,19
2010,을지대학교,1,876,6.7,9.4
2010,을지대학교,2,915,7.2,9.6
2010,을지대학교 _제2캠퍼스,2,"4,473",23.8,23.6
2010,을지대학교 _제2캠퍼스,1,"4,693",21.6,21.1
2010,이화여자대학교,1,"15,458",9.7,9.3
2010,이화여자대학교,2,"14,156",9.6,9.3
2010,인제대학교,1,"9,406",14.3,14
2010,인제대학교,2,"8,974",15.6,15.3
2010,인제대학교 _제2캠퍼스,2,866,11.4,11.3
2010,인제대학교 _제2캠퍼스,1,901,12.5,12.4
2010,인천가톨릭대학교,2,99,0,0
2010,인천가톨릭대학교,1,99,0,0
2010,인천가톨릭대학교 _제2캠퍼스,2,429,28,27.7
2010,인천가톨릭대학교 _제2캠퍼스,1,516,22.7,22.7
2010,인천대학교,1,"12,125",14.7,14.2
2010,인천대학교,2,"8,150",16.9,16.4
2010,인하대학교,1,"18,463",16.3,15.9
2010,인하대학교,2,"17,396",17.1,16.8
2010,장로회신학대학교,1,702,28.6,27.9
2010,장로회신학대학교,2,651,28.1,27.5
2010,전남대학교,2,"16,768",9.1,8.5
2010,전남대학교,1,"17,845",8.3,7.4
2010,전남대학교 _제2캠퍼스,1,"3,456",11.8,10.7
2010,전남대학교 _제2캠퍼스,2,"3,317",12.6,11.8
2010,전북대학교,1,"18,153",10.8,10.1
2010,전북대학교,2,"16,995",12.3,11.8
2010,전북대학교 _제2캠퍼스,1,595,12.3,11.6
2010,전북대학교 _제2캠퍼스,2,438,13.9,13.7
2010,전주교육대학교,1,"1,549",6.9,6.3
2010,전주교육대학교,2,"1,612",6.8,6.6
2010,전주대학교,1,"11,689",17,16.7
2010,전주대학교,2,"9,723",18.1,17.8
2010,정석대학,2,137,0,0
2010,정석대학,1,165,0,0
2010,제주교육대학교,1,150,5.3,4.7
2010,제주교육대학교,2,291,6.2,5.8
2010,제주대학교,1,"9,941",9.5,8.5
2010,제주대학교,2,"9,083",9.7,8.6
2010,조선대학교,2,"19,568",14.5,13.8
2010,조선대학교,1,"20,562",12.5,12.6
2010,중부대학교,2,"7,214",20.4,20.1
2010,중부대학교,1,"8,327",18.5,18.2
2010,중앙대학교,2,"12,443",13,12.7
2010,중앙대학교,1,"13,295",12.1,11.7
2010,중앙대학교(안성) _분교,2,"8,400",10,9.6
2010,중앙대학교(안성) _분교,1,"8,725",9.1,8.2
2010,중앙승가대학교,1,271,0,0
2010,중앙승가대학교,2,275,0.4,0
2010,중원대학교,1,908,23.7,22.8
2010,중원대학교,2,553,25.1,23.9
2010,진주교육대학교,2,"1,841",6.1,3.2
2010,진주교육대학교,1,"1,754",5.4,2.4
2010,진주산업대학교(산업대),2,"5,498",8.3,7.8
2010,진주산업대학교(산업대),1,"4,177",8.5,7.8
2010,차의과학대학교,2,483,15.1,14.7
2010,차의과학대학교,1,732,12.4,12
2010,청운대학교,1,"6,077",19.5,19.1
2010,청운대학교,2,"5,452",20.7,20.3
2010,청주교육대학교,2,"1,677",7.2,6.9
2010,청주교육대학교,1,"1,593",7.9,6.8
2010,청주대학교,1,"13,305",14.9,14.8
2010,청주대학교,2,"12,770",15,14.8
2010,초당대학교(산업대),1,"3,789",12.9,12
2010,초당대학교(산업대),2,"3,870",12.2,12
2010,총신대학교,1,"1,706",28.1,27.4
2010,총신대학교,2,"1,571",29.1,28.7
2010,추계예술대학교,1,"1,266",10.7,17.9
2010,추계예술대학교,2,"1,220",8.4,12.2
2010,춘천교육대학교,2,"1,897",6.5,2.4
2010,춘천교육대학교,1,"1,749",6.9,2.1
2010,충남대학교,2,"17,140",10.1,9.3
2010,충남대학교,1,"17,918",9.2,8.3
2010,충북대학교,1,"14,140",10.2,9.6
2010,충북대학교,2,"13,701",10.9,10.1
2010,칼빈대학교,1,460,16.3,14.8
2010,칼빈대학교,2,411,16.5,13.6
2010,탐라대학교,1,504,14.7,14.1
2010,탐라대학교,2,460,15,14.6
2010,평택대학교,1,"3,878",22.5,22.3
2010,평택대학교,2,"3,637",24.1,23.9
2010,포항공과대학교,2,"1,282",3.3,3
2010,포항공과대학교,1,"1,330",2.7,2.5
2010,한경대학교(산업대),2,"6,380",10.6,10.2
2010,한경대학교(산업대),1,"6,225",11.6,11.1
2010,한국과학기술원,1,"3,960",2,1.8
2010,한국과학기술원,2,"3,868",1.6,1.5
2010,한국교원대학교,2,"2,329",8.9,8.3
2010,한국교원대학교,1,"2,410",8.1,7.8
2010,한국교통대학교(산업대),2,"6,220",11.4,11.4
2010,한국교통대학교(산업대),1,"4,571",13.2,13.2
2010,한국국제대학교,2,"2,995",16,15.4
2010,한국국제대학교,1,"3,393",15.5,14.8
2010,한국기술교육대학교,2,"3,601",13.5,13
2010,한국기술교육대학교,1,"3,964",11.7,10.9
2010,한국방송통신대학교,1,"172,680",0.6,0.6
2010,한국방송통신대학교,2,"128,897",0.5,0.5
2010,한국산업기술대학교(산업대),1,"6,483",18.8,18.6
2010,한국산업기술대학교(산업대),2,"5,919",19.5,19.3
2010,한국성서대학교,2,"1,010",34.1,33.8
2010,한국성서대학교,1,"1,075",32.1,31.7
2010,한국예술종합학교,1,"2,301",9.7,6.4
2010,한국예술종합학교,2,"2,524",11.8,3.9
2010,한국외국어대학교,1,"8,796",11.6,11.2
2010,한국외국어대학교,2,"7,778",13.3,12.8
2010,한국외국어대학교(용인) _분교,2,"7,502",17.3,17
2010,한국외국어대학교(용인) _분교,1,"8,188",15.7,15.2
2010,한국전통문화대학교(각종),1,528,11.9,9.7
2010,한국전통문화대학교(각종),2,519,10.8,9.8
2010,한국체육대학교,1,"2,457",5.1,0
2010,한국체육대학교,2,"2,328",11,0
2010,한국침례신학대학교,1,"1,557",32.6,32
2010,한국침례신학대학교,2,"1,495",33.2,32.6
2010,한국항공대학교,2,"4,133",18.4,18
2010,한국항공대학교,1,"4,312",15.9,15.4
2010,한남대학교,2,"11,306",16,15.7
2010,한남대학교,1,"12,172",14.1,13.9
2010,한동대학교,2,"3,504",17,16.1
2010,한동대학교,1,"3,813",16.2,15.4
2010,한라대학교,1,"3,588",23.2,22.9
2010,한라대학교,2,"2,991",20.1,19.6
2010,한려대학교,1,503,3.2,6.4
2010,한려대학교,2,0,0,0
2010,한려대학교(산업대),1,893,8.6,5
2010,한려대학교(산업대),2,"1,333",8.7,4.6
2010,한림대학교,1,"8,784",17.1,16.7
2010,한림대학교,2,"7,901",18.6,18.3
2010,한민학교,1,746,9.8,0
2010,한민학교,2,818,9.9,3.5
2010,한밭대학교(산업대),2,"8,202",10.3,9.9
2010,한밭대학교(산업대),1,"8,712",10.4,9.8
2010,한북대학교,1,"1,200",22.5,14.8
2010,한북대학교,2,858,23.7,17.7
2010,한서대학교,1,"7,776",23.9,23.7
2010,한서대학교,2,"7,231",26,25.8
2010,한성대학교,1,"7,217",18.6,18.3
2010,한성대학교,2,"6,500",19,18.8
2010,한세대학교,1,"2,787",24.3,24.3
2010,한세대학교,2,"2,563",26.3,26.3
2010,한신대학교,1,"5,327",21.3,12.9
2010,한신대학교,2,"4,892",23.7,15.5
2010,한양대학교,2,"15,161",11.7,11.4
2010,한양대학교,1,"15,714",10.8,10.3
2010,한양대학교(ERICA) _분교,1,"9,366",15.6,15
2010,한양대학교(ERICA) _분교,2,"8,814",17.6,17.2
2010,한일장신대학교,1,"1,253",14,7
2010,한일장신대학교,2,"1,163",15.1,8.7
2010,한중대학교,1,"2,094",14.1,12.7
2010,한중대학교,2,"1,760",14.4,13.6
2010,협성대학교,1,"4,576",8.4,12.7
2010,협성대학교,2,"4,119",8.8,13.5
2010,호남대학교,2,"6,571",14.1,13.5
2010,호남대학교,1,"7,087",13.1,12.4
2010,호남신학대학교,1,642,21.2,21.2
2010,호남신학대학교,2,604,22.2,22.2
2010,호서대학교,1,"12,531",19.7,19.7
2010,호서대학교,2,"11,886",20.1,20.1
2010,호원대학교,1,"5,174",17,16.4
2010,호원대학교,2,"4,840",18,17.5
2010,홍익대학교,2,"10,910",13.6,13.3
2010,홍익대학교,1,"11,839",13.3,12.7
2010,홍익대학교(세종) _분교,1,"6,418",17.6,17.3
2010,홍익대학교(세종) _분교,2,"6,136",18.3,17.9
2010,화성의과학대학교,2,644,16.3,16.3
2010,화성의과학대학교,1,806,15.5,15.5
2011,가야대학교,1,32,25,25
2011,가야대학교,2,29,17.2,17.2
2011,가야대학교 _제2캠퍼스,1,"2,584",15.3,14.2
2011,가야대학교 _제2캠퍼스,2,"2,420",17.1,16.6
2011,가천대학교,1,"17,666",18.4,17.8
2011,가천대학교,2,"12,747",21.2,20.7
2011,가천의과학대학교,1,0,0,0
2011,가천의과학대학교,2,"3,536",23.5,23.1
2011,가톨릭관동대학교,1,"9,490",18.1,17.2
